parent_ticker,parent_cik10,parent_name,incorp_country_iso3,incorp_state_or_region,legal_form,latest_20f_year,latest_20f_accession,sources_used,lineage
SFWL,0001863218,Shengfeng Development Limited,CYM,Cayman Islands,Limited,2025.0,000101376225003699.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\SFWL""}"
SISI,0001300734,"SHINECO, INC.",,,,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\SISI\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv""}"
SJ,0001753673,SCIENJOY HOLDING CORPORATION,VGB,British Virgin Islands,Corporation,2025.0,000121390025033951.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\SJ""}"
SNTG,0001810467,Sentage Holdings Inc.,CYM,Cayman Islands,Corporation,2025.0,000121390025042842.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\SNTG""}"
SOGP,0001783407,Sound Group Inc.,CYM,Cayman Islands,Corporation,2025.0,000141057825000976.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\SOGP""}"
SOHU,0001734107,SOHU.COM LIMITED,CYM,Cayman Islands,Limited,2025.0,000119312525053425.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\SOHU""}"
SOL,0001417892,EMEREN GROUP LTD,VGB,"Virgin Islands, British",Limited,2023.0,000141057823001267.html,DEI|CIK|submissions|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""submissions_path"": ""data\\raw\\EDGAR\\SOL\\submissions.json"", ""companies_path"": ""companies\\SOL""}"
SOS,0001346610,SOS Limited,CYM,Cayman Islands,Limited,2025.0,000121390025044183.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\SOS""}"
STEC,0001785680,Santech Holdings Limited,CYM,Cayman Islands,Limited,2025.0,000141057825001209.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\STEC""}"
STFS,0002003061,Star Fashion Culture Holdings Limited,CYM,Cayman Islands,Limited,2024.0,000121390024097100.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\STFS""}"
STG,0001723935,Sunlands Technology Group,CYM,Cayman Islands,,2025.0,000095017025058319.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\STG""}"
SXTC,0001723980,"China SXT Pharmaceuticals, Inc.",VGB,British Virgin Islands,Corporation,2025.0,000121390025069688.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\SXTC""}"
SY,0001758530,So-Young International Inc.,CYM,Cayman Islands,Corporation,2025.0,000141057825000800.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\SY""}"
TAL,0001499620,TAL Education Group,CYM,Cayman Islands,,2025.0,000141057825001415.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\TAL""}"
TANH,0001588084,TANTECH HOLDINGS LTD,VGB,British Virgin Islands,Limited,2025.0,000147793225003802.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\TANH""}"
TAOP,0001552670,TAOPING INC.,VGB,"Virgin Islands, British",Corporation,2025.0,000164117225006699.html,DEI|CIK|submissions|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""submissions_path"": ""data\\raw\\EDGAR\\TAOP\\submissions.json"", ""companies_path"": ""companies\\TAOP""}"
TC,0001743340,Token Cat Limited,CYM,Cayman Islands,Limited,2025.0,000101376225004225.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\TC""}"
TCOM,0001269238,Trip.com Group Limited,CYM,Cayman Islands,Limited,2025.0,000119312525078429.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\TCOM""}"
THCH,0001877333,TH International Limited,CYM,Cayman Islands,Limited,2025.0,000121390025044150.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\THCH""}"
TIGR,0001756699,UP FINTECH HOLDING LIMITED,CYM,Cayman Islands,Limited,2025.0,000095017025056953.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\TIGR""}"
TIRX,0001782941,TIAN RUIXIANG Holdings Ltd,CYM,Cayman Islands,Limited,2025.0,000141057825000068.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\TIRX""}"
TME,0001744676,Tencent Music Entertainment Group,CYM,Cayman Islands,,2025.0,000095017025056949.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\TME""}"
TOUR,0001597095,Tuniu Corp,CYM,Cayman Islands,Corporation,2025.0,000141057825000777.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\TOUR""}"
TUYA,0001829118,Tuya Inc.,CYM,Cayman Islands,Corporation,2025.0,000141057825000850.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\TUYA""}"
UBXG,0001888525,U-BX Technology Ltd.,CYM,Cayman Islands,Limited,2024.0,000121390024092312.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\UBXG""}"
UCAR,0001939780,U Power Limited,CYM,Cayman Islands,Limited,2025.0,000121390025044284.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\UCAR""}"
UCL,0001775898,UCLOUDLINK GROUP INC.,CYM,Cayman Islands,Corporation,2025.0,000101376225002946.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\UCL""}"
UK,0001821424,UCOMMUNE INTERNATIONAL LTD,CYM,Cayman Islands,Limited,2025.0,000121390025036276.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\UK""}"
UOKA,0001741534,MDJM LTD,CYM,Cayman Islands,Limited,2025.0,000141057825000719.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\UOKA""}"
UPC,0001809616,Universe Pharmaceuticals INC,CYM,Cayman Islands,Corporation,2025.0,000121390025036798.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\UPC""}"
UTSI,0001030471,UTStarcom Holdings Corp.,CYM,Cayman Islands,Corporation,2025.0,000095017025058802.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\UTSI""}"
UXIN,0001729173,Uxin Limited,CYM,Cayman Islands,Limited,2025.0,000164117225006780.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\UXIN""}"
VIOT,0001742770,"Viomi Technology Co., Ltd",CYM,Cayman Islands,Limited,2025.0,000110465925094717.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\VIOT""}"
VNET,0001508475,"VNET Group, Inc.",CYM,Cayman Islands,Corporation,2025.0,000141057825000905.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\VNET""}"
WAFU,0001716770,Wah Fu Education Group Ltd.,VGB,British Virgin Islands,Limited,2025.0,000121390025069961.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\WAFU""}"
WAI,0001938865,TOP KINGWIN LTD,CYM,Cayman Islands,Limited,2025.0,000121390025033010.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\WAI""}"
WB,0001595761,WEIBO CORPORATION,CYM,Cayman Islands,Corporation,2025.0,000141057825000730.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\WB""}"
WDH,0001823986,Waterdrop Inc.,CYM,Cayman Islands,Corporation,2025.0,000141057825000891.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\WDH""}"
WETH,0001826660,Wetouch Technology Inc.,USA,NV,,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\WETH\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv""}"
WETO,0001941158,Webus International Ltd.,CYM,Cayman Islands,,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\WETO\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv""}"
WIMI,0001770088,WiMi Hologram Cloud Inc.,CYM,Cayman Islands,Corporation,2025.0,000121390025033934.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\WIMI""}"
WNW,0001787803,Meiwu Technology Company Limited,VGB,British Virgin Islands,Limited,2025.0,000164117225010279.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\WNW""}"
WOK,0001929783,WORK Medical Technology Group LTD,CYM,Cayman Islands,Limited,2025.0,000121390025014076.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\WOK""}"
WRD,0001867729,WeRide Inc.,CYM,Cayman Islands,Corporation,2025.0,000119312525062519.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\WRD""}"
WTO,0001789299,UTime Limited,CYM,Cayman Islands,Limited,2025.0,000121390025074295.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\WTO""}"
WYHG,0001999860,Wing Yip Food Holdings Group Limited,HKG,Hong Kong,Limited,2025.0,000121390025037724.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\WYHG""}"
XCH,0001979887,XCHG Limited,CYM,Cayman Islands,Limited,2025.0,000095017025056976.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\XCH""}"
XHG,0001769256,XChange TEC.INC,CYM,Cayman Islands,Corporation,2025.0,000121390025005499.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\XHG""}"
XIN,0001398453,"XINYUAN REAL ESTATE CO., LTD.",CYM,Cayman Islands,Limited,2025.0,000141057825000989.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\XIN""}"
XNET,0001510593,Xunlei Ltd,CYM,Cayman Islands,Limited,2025.0,000141057825000871.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\XNET""}"
XPEV,0001810997,XPeng Inc.,CYM,Cayman Islands,Corporation,2025.0,000119312525082001.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\XPEV""}"
XTKG,0001754323,"X3 HOLDINGS CO., LTD.",CYM,Cayman Islands,Limited,2025.0,000121390025035626.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\XTKG""}"
XYF,0001725033,X Financial,CYM,Cayman Islands,,2025.0,000141057825000892.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\XYF""}"
YAAS,0001964946,Youxin Technology Ltd,CYM,Cayman Islands,Limited,2025.0,000149315225004300.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\YAAS""}"
YALA,0001794350,YALLA GROUP LIMITED,CYM,Cayman Islands,Limited,2025.0,000095017025056954.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\YALA""}"
YGMZ,0001782037,MingZhu Logistics Holdings Limited,CYM,Cayman Islands,Limited,2025.0,000121390025044189.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\YGMZ""}"
YIBO,0001868395,Planet Image International Limited,CYM,Cayman Islands,Limited,2025.0,000101376225004359.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\YIBO""}"
YJ,0001759614,Yunji Inc.,CYM,Cayman Islands,Corporation,2025.0,000164117225005915.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\YJ""}"
YMM,0001838413,Full Truck Alliance Co. Ltd.,HKG,Hong Kong,Limited,2025.0,000119312525079553.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\YMM""}"
YQ,0001821468,17 Education & Technology Group Inc.,CYM,Cayman Islands,Corporation,2025.0,000095017025058824.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\YQ""}"
YRD,0001631761,Yiren Digital Ltd.,CYM,Cayman Islands,Limited,2025.0,000141057825000931.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\YRD""}"
YSG,0001819580,Yatsen Holding Limited,CYM,Cayman Islands,Limited,2025.0,000095017025056464.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\YSG""}"
YSXT,0001993463,"YSX Tech Co., Ltd",CYM,Cayman Islands,Limited,2025.0,000141057825001545.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\YSXT""}"
YUMC,0001673358,"Yum China Holdings, Inc.",USA,DE,,,,submissions|DEI|CIK,"{""submissions_path"": ""data\\raw\\EDGAR\\YUMC\\submissions.json"", ""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv""}"
YXT,0001872090,YXT.COM GROUP HOLDING LIMITED,CYM,Cayman Islands,Limited,2025.0,000119312525092148.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\YXT""}"
ZBAO,0001966750,ZHIBAO TECHNOLOGY INC.,CYM,Cayman Islands,Corporation,2024.0,000121390024092990.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\ZBAO""}"
ZCMD,0001785566,ZHONGCHAO INC.,CYM,Cayman Islands,Corporation,2025.0,000121390025035599.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\ZCMD""}"
ZEPP,0001720446,ZEPP HEALTH CORP,CYM,Cayman Islands,Corporation,2025.0,000141057825000903.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\ZEPP""}"
ZH,0001835724,Zhihu Inc.,CYM,Cayman Islands,Corporation,2025.0,000141057825000729.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\ZH""}"
ZJK,0001941506,"ZJK Industrial Co., Ltd.",CYM,Cayman Islands,Limited,2025.0,000173112225000613.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\ZJK""}"
ZJYL,0001837821,Jin Medical International Ltd.,CYM,Cayman Islands,Limited,2025.0,000121390025006519.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\ZJYL""}"
ZK,0001954042,ZEEKR Intelligent Technology Holding Limited,CYM,Cayman Islands,Limited,2025.0,000141057825000390.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\ZK""}"
ZKH,0001862044,ZKH Group Limited,CYM,Cayman Islands,Limited,2025.0,000141057825000779.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\ZKH""}"
ZLAB,0001704292,ZAI LAB LIMITED,CYM,Cayman Islands,Limited,2020.0,000156459020019745.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\ZLAB""}"
ZTO,0001677250,ZTO Express (Cayman) Inc.,CYM,Cayman Islands,Corporation,2025.0,000141057825000774.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\ZTO""}"
ZYBT,0001975641,Zhengye Biotechnology Holding Limited,CYM,Cayman Islands,Limited,2025.0,000121390025061202.html,DEI|CIK|20-F,"{""dei_path"": ""data\\intermediate\\dei_facts_20251120.csv"", ""cik_path"": ""data\\intermediate\\cik_map_20251120.csv"", ""companies_path"": ""companies\\ZYBT""}"
